rounded_base_hallway_data,rounded_stay_data,rounded_go_data,segments_to_wait,texture_history,texture_change_time,segments_until_revert,probe_texture_history,probe_time,puff_event,reward_event
30.0,8.0,30.0,,,,,,,,
28.0,5.0,30.0,,,,,,,,
31.0,8.0,31.0,,,,,,,,
23.0,11.0,32.0,,,,,,,,
29.0,10.0,29.0,,,,,,,,
16.0,8.0,30.0,,,,,,,,
24.0,9.0,28.0,,,,,,,,
25.0,9.0,32.0,,,,,,,,
24.0,11.0,29.0,,,,,,,,
28.0,12.0,30.0,,,,,,,,
14.0,13.0,27.0,,,,,,,,
26.0,9.0,27.0,,,,,,,,
23.0,10.0,29.0,,,,,,,,
31.0,7.0,27.0,,,,,,,,
27.0,9.0,29.0,,,,,,,,
27.0,11.0,30.0,,,,,,,,
21.0,10.0,29.0,,,,,,,,
24.0,7.0,31.0,,,,,,,,
26.0,8.0,27.0,,,,,,,,
31.0,10.0,33.0,,,,,,,,
29.0,7.0,31.0,,,,,,,,
25.0,8.0,31.0,,,,,,,,
27.0,11.0,35.0,,,,,,,,
21.0,9.0,34.0,,,,,,,,
29.0,7.0,33.0,,,,,,,,
22.0,10.0,26.0,,,,,,,,
30.0,13.0,28.0,,,,,,,,
28.0,15.0,30.0,,,,,,,,
32.0,10.0,31.0,,,,,,,,
31.0,8.0,34.0,,,,,,,,
27.0,9.0,28.0,,,,,,,,
19.0,9.0,29.0,,,,,,,,
15.0,7.0,26.0,,,,,,,,
31.0,8.0,29.0,,,,,,,,
21.0,14.0,32.0,,,,,,,,
25.0,8.0,31.0,,,,,,,,
27.0,11.0,28.0,,,,,,,,
23.0,10.0,31.0,,,,,,,,
31.0,9.0,30.0,,,,,,,,
22.0,11.0,28.0,,,,,,,,
27.0,9.0,27.0,,,,,,,,
24.0,11.0,30.0,,,,,,,,
17.0,7.0,28.0,,,,,,,,
20.0,9.0,31.0,,,,,,,,
19.0,9.0,28.0,,,,,,,,
32.0,10.0,31.0,,,,,,,,
31.0,12.0,30.0,,,,,,,,
27.0,8.0,30.0,,,,,,,,
34.0,11.0,31.0,,,,,,,,
23.0,8.0,30.0,,,,,,,,
25.0,9.0,31.0,,,,,,,,
28.0,10.0,27.0,,,,,,,,
23.0,13.0,33.0,,,,,,,,
34.0,9.0,29.0,,,,,,,,
31.0,12.0,27.0,,,,,,,,
21.0,6.0,28.0,,,,,,,,
21.0,11.0,31.0,,,,,,,,
27.0,9.0,31.0,,,,,,,,
31.0,9.0,26.0,,,,,,,,
22.0,8.0,32.0,,,,,,,,
32.0,7.0,31.0,,,,,,,,
11.0,10.0,30.0,,,,,,,,
29.0,13.0,30.0,,,,,,,,
23.0,11.0,31.0,,,,,,,,
28.0,12.0,29.0,,,,,,,,
25.0,11.0,32.0,,,,,,,,
32.0,9.0,26.0,,,,,,,,
14.0,8.0,26.0,,,,,,,,
21.0,14.0,29.0,,,,,,,,
30.0,12.0,29.0,,,,,,,,
25.0,11.0,32.0,,,,,,,,
27.0,11.0,31.0,,,,,,,,
22.0,11.0,28.0,,,,,,,,
16.0,10.0,30.0,,,,,,,,
26.0,12.0,30.0,,,,,,,,
30.0,9.0,33.0,,,,,,,,
14.0,9.0,28.0,,,,,,,,
28.0,9.0,27.0,,,,,,,,
29.0,7.0,28.0,,,,,,,,
31.0,11.0,33.0,,,,,,,,
22.0,11.0,31.0,,,,,,,,
19.0,7.0,28.0,,,,,,,,
22.0,10.0,33.0,,,,,,,,
24.0,10.0,29.0,,,,,,,,
27.0,10.0,28.0,,,,,,,,
16.0,12.0,30.0,,,,,,,,
29.0,10.0,29.0,,,,,,,,
22.0,8.0,28.0,,,,,,,,
33.0,11.0,28.0,,,,,,,,
21.0,10.0,29.0,,,,,,,,
21.0,11.0,27.0,,,,,,,,
30.0,10.0,30.0,,,,,,,,
27.0,11.0,27.0,,,,,,,,
20.0,6.0,28.0,,,,,,,,
18.0,11.0,32.0,,,,,,,,
26.0,9.0,26.0,,,,,,,,
30.0,9.0,34.0,,,,,,,,
31.0,8.0,26.0,,,,,,,,
33.0,10.0,32.0,,,,,,,,
26.0,9.0,33.0,,,,,,,,
21.0,12.0,29.0,,,,,,,,
19.0,8.0,30.0,,,,,,,,
22.0,9.0,33.0,,,,,,,,
19.0,10.0,29.0,,,,,,,,
25.0,11.0,31.0,,,,,,,,
23.0,9.0,30.0,,,,,,,,
20.0,8.0,33.0,,,,,,,,
28.0,10.0,32.0,,,,,,,,
21.0,11.0,31.0,,,,,,,,
17.0,11.0,33.0,,,,,,,,
14.0,12.0,29.0,,,,,,,,
25.0,12.0,30.0,,,,,,,,
26.0,7.0,34.0,,,,,,,,
21.0,11.0,29.0,,,,,,,,
24.0,15.0,29.0,,,,,,,,
31.0,10.0,30.0,,,,,,,,
29.0,10.0,27.0,,,,,,,,
28.0,11.0,31.0,,,,,,,,
21.0,7.0,28.0,,,,,,,,
31.0,10.0,30.0,,,,,,,,
18.0,7.0,30.0,,,,,,,,
22.0,10.0,30.0,,,,,,,,
18.0,9.0,32.0,,,,,,,,
34.0,12.0,28.0,,,,,,,,
27.0,11.0,30.0,,,,,,,,
22.0,9.0,33.0,,,,,,,,
13.0,10.0,32.0,,,,,,,,
24.0,10.0,28.0,,,,,,,,
16.0,12.0,33.0,,,,,,,,
27.0,7.0,28.0,,,,,,,,
27.0,7.0,32.0,,,,,,,,
17.0,9.0,32.0,,,,,,,,
19.0,5.0,24.0,,,,,,,,
30.0,10.0,32.0,,,,,,,,
27.0,10.0,32.0,,,,,,,,
39.0,11.0,26.0,,,,,,,,
21.0,11.0,31.0,,,,,,,,
20.0,11.0,31.0,,,,,,,,
23.0,15.0,31.0,,,,,,,,
21.0,10.0,32.0,,,,,,,,
29.0,11.0,31.0,,,,,,,,
38.0,11.0,30.0,,,,,,,,
34.0,10.0,28.0,,,,,,,,
28.0,12.0,28.0,,,,,,,,
28.0,9.0,29.0,,,,,,,,
28.0,7.0,31.0,,,,,,,,
25.0,8.0,25.0,,,,,,,,
35.0,11.0,29.0,,,,,,,,
26.0,11.0,29.0,,,,,,,,
30.0,9.0,29.0,,,,,,,,
28.0,7.0,27.0,,,,,,,,
35.0,9.0,29.0,,,,,,,,
17.0,12.0,29.0,,,,,,,,
26.0,11.0,30.0,,,,,,,,
29.0,8.0,31.0,,,,,,,,
26.0,11.0,30.0,,,,,,,,
28.0,9.0,29.0,,,,,,,,
24.0,11.0,28.0,,,,,,,,
9.0,11.0,31.0,,,,,,,,
34.0,7.0,29.0,,,,,,,,
29.0,10.0,29.0,,,,,,,,
20.0,10.0,28.0,,,,,,,,
29.0,10.0,31.0,,,,,,,,
22.0,10.0,28.0,,,,,,,,
28.0,9.0,28.0,,,,,,,,
21.0,10.0,28.0,,,,,,,,
30.0,14.0,27.0,,,,,,,,
27.0,10.0,27.0,,,,,,,,
24.0,10.0,26.0,,,,,,,,
28.0,9.0,33.0,,,,,,,,
23.0,11.0,33.0,,,,,,,,
25.0,11.0,30.0,,,,,,,,
27.0,9.0,30.0,,,,,,,,
16.0,10.0,31.0,,,,,,,,
26.0,11.0,30.0,,,,,,,,
39.0,8.0,28.0,,,,,,,,
29.0,10.0,36.0,,,,,,,,
22.0,11.0,33.0,,,,,,,,
23.0,12.0,30.0,,,,,,,,
29.0,8.0,30.0,,,,,,,,
29.0,10.0,30.0,,,,,,,,
23.0,11.0,29.0,,,,,,,,
25.0,10.0,31.0,,,,,,,,
30.0,12.0,30.0,,,,,,,,
28.0,12.0,27.0,,,,,,,,
23.0,7.0,33.0,,,,,,,,
30.0,11.0,27.0,,,,,,,,
22.0,8.0,32.0,,,,,,,,
20.0,10.0,34.0,,,,,,,,
30.0,8.0,32.0,,,,,,,,
24.0,6.0,28.0,,,,,,,,
19.0,7.0,34.0,,,,,,,,
23.0,8.0,32.0,,,,,,,,
19.0,9.0,28.0,,,,,,,,
24.0,11.0,29.0,,,,,,,,
24.0,10.0,26.0,,,,,,,,
19.0,11.0,28.0,,,,,,,,
24.0,14.0,30.0,,,,,,,,
32.0,12.0,31.0,,,,,,,,
24.0,11.0,27.0,,,,,,,,
17.0,9.0,29.0,,,,,,,,
21.0,13.0,27.0,,,,,,,,
26.0,11.0,30.0,,,,,,,,
31.0,9.0,29.0,,,,,,,,
26.0,9.0,31.0,,,,,,,,
28.0,8.0,30.0,,,,,,,,
22.0,10.0,28.0,,,,,,,,
26.0,9.0,33.0,,,,,,,,
28.0,10.0,29.0,,,,,,,,
32.0,9.0,31.0,,,,,,,,
22.0,10.0,29.0,,,,,,,,
30.0,9.0,32.0,,,,,,,,
29.0,11.0,29.0,,,,,,,,
9.0,8.0,30.0,,,,,,,,
31.0,11.0,28.0,,,,,,,,
21.0,8.0,29.0,,,,,,,,
28.0,11.0,29.0,,,,,,,,
23.0,9.0,30.0,,,,,,,,
24.0,14.0,30.0,,,,,,,,
20.0,15.0,29.0,,,,,,,,
27.0,11.0,30.0,,,,,,,,
33.0,10.0,32.0,,,,,,,,
34.0,12.0,28.0,,,,,,,,
19.0,12.0,27.0,,,,,,,,
27.0,9.0,27.0,,,,,,,,
18.0,13.0,30.0,,,,,,,,
33.0,9.0,28.0,,,,,,,,
29.0,10.0,31.0,,,,,,,,
24.0,12.0,33.0,,,,,,,,
24.0,7.0,30.0,,,,,,,,
31.0,12.0,26.0,,,,,,,,
21.0,10.0,32.0,,,,,,,,
20.0,9.0,29.0,,,,,,,,
24.0,8.0,29.0,,,,,,,,
19.0,10.0,28.0,,,,,,,,
23.0,10.0,28.0,,,,,,,,
31.0,12.0,30.0,,,,,,,,
26.0,9.0,26.0,,,,,,,,
38.0,10.0,29.0,,,,,,,,
27.0,10.0,30.0,,,,,,,,
24.0,13.0,32.0,,,,,,,,
27.0,11.0,28.0,,,,,,,,
24.0,5.0,32.0,,,,,,,,
19.0,10.0,27.0,,,,,,,,
30.0,12.0,30.0,,,,,,,,
17.0,8.0,27.0,,,,,,,,
27.0,11.0,32.0,,,,,,,,
26.0,12.0,33.0,,,,,,,,
31.0,12.0,30.0,,,,,,,,
26.0,9.0,32.0,,,,,,,,
