rounded_base_hallway_data,rounded_stay_data,rounded_go_data,segments_to_wait,texture_history,texture_change_time,segments_until_revert,probe_texture_history,probe_time,puff_event,reward_event
21.0,7.0,31.0,,,,,,,,
26.0,12.0,29.0,,,,,,,,
21.0,9.0,29.0,,,,,,,,
24.0,12.0,29.0,,,,,,,,
23.0,8.0,33.0,,,,,,,,
24.0,10.0,29.0,,,,,,,,
32.0,12.0,31.0,,,,,,,,
23.0,11.0,32.0,,,,,,,,
23.0,7.0,30.0,,,,,,,,
29.0,10.0,29.0,,,,,,,,
17.0,8.0,30.0,,,,,,,,
23.0,12.0,27.0,,,,,,,,
30.0,12.0,29.0,,,,,,,,
27.0,14.0,30.0,,,,,,,,
26.0,11.0,33.0,,,,,,,,
28.0,10.0,31.0,,,,,,,,
25.0,16.0,29.0,,,,,,,,
22.0,6.0,30.0,,,,,,,,
28.0,9.0,32.0,,,,,,,,
25.0,11.0,27.0,,,,,,,,
29.0,12.0,29.0,,,,,,,,
18.0,9.0,30.0,,,,,,,,
19.0,9.0,32.0,,,,,,,,
27.0,11.0,32.0,,,,,,,,
30.0,9.0,30.0,,,,,,,,
18.0,10.0,29.0,,,,,,,,
30.0,9.0,31.0,,,,,,,,
27.0,9.0,29.0,,,,,,,,
21.0,10.0,27.0,,,,,,,,
21.0,12.0,33.0,,,,,,,,
28.0,6.0,26.0,,,,,,,,
24.0,9.0,30.0,,,,,,,,
17.0,10.0,33.0,,,,,,,,
27.0,8.0,29.0,,,,,,,,
15.0,10.0,27.0,,,,,,,,
23.0,13.0,28.0,,,,,,,,
19.0,10.0,32.0,,,,,,,,
26.0,8.0,35.0,,,,,,,,
22.0,9.0,31.0,,,,,,,,
32.0,11.0,27.0,,,,,,,,
27.0,9.0,29.0,,,,,,,,
25.0,11.0,31.0,,,,,,,,
23.0,10.0,31.0,,,,,,,,
25.0,12.0,35.0,,,,,,,,
35.0,4.0,28.0,,,,,,,,
15.0,10.0,30.0,,,,,,,,
24.0,7.0,29.0,,,,,,,,
19.0,12.0,27.0,,,,,,,,
24.0,8.0,29.0,,,,,,,,
33.0,11.0,31.0,,,,,,,,
26.0,9.0,27.0,,,,,,,,
24.0,9.0,30.0,,,,,,,,
27.0,10.0,32.0,,,,,,,,
28.0,10.0,31.0,,,,,,,,
21.0,10.0,32.0,,,,,,,,
14.0,8.0,29.0,,,,,,,,
24.0,8.0,31.0,,,,,,,,
26.0,8.0,29.0,,,,,,,,
30.0,6.0,28.0,,,,,,,,
20.0,11.0,27.0,,,,,,,,
20.0,11.0,31.0,,,,,,,,
30.0,12.0,30.0,,,,,,,,
26.0,10.0,32.0,,,,,,,,
24.0,13.0,32.0,,,,,,,,
20.0,10.0,27.0,,,,,,,,
20.0,7.0,28.0,,,,,,,,
17.0,9.0,31.0,,,,,,,,
26.0,6.0,28.0,,,,,,,,
18.0,11.0,31.0,,,,,,,,
21.0,11.0,27.0,,,,,,,,
20.0,9.0,29.0,,,,,,,,
40.0,13.0,30.0,,,,,,,,
24.0,6.0,28.0,,,,,,,,
36.0,9.0,29.0,,,,,,,,
25.0,10.0,32.0,,,,,,,,
20.0,9.0,30.0,,,,,,,,
36.0,11.0,28.0,,,,,,,,
34.0,10.0,27.0,,,,,,,,
25.0,11.0,23.0,,,,,,,,
28.0,15.0,33.0,,,,,,,,
21.0,10.0,30.0,,,,,,,,
21.0,13.0,30.0,,,,,,,,
26.0,13.0,32.0,,,,,,,,
29.0,12.0,28.0,,,,,,,,
21.0,5.0,31.0,,,,,,,,
15.0,12.0,29.0,,,,,,,,
25.0,12.0,35.0,,,,,,,,
23.0,12.0,30.0,,,,,,,,
33.0,6.0,33.0,,,,,,,,
29.0,11.0,32.0,,,,,,,,
25.0,9.0,30.0,,,,,,,,
28.0,12.0,30.0,,,,,,,,
30.0,9.0,31.0,,,,,,,,
22.0,12.0,28.0,,,,,,,,
26.0,13.0,29.0,,,,,,,,
42.0,8.0,31.0,,,,,,,,
31.0,10.0,28.0,,,,,,,,
24.0,15.0,26.0,,,,,,,,
27.0,9.0,32.0,,,,,,,,
32.0,13.0,33.0,,,,,,,,
19.0,9.0,27.0,,,,,,,,
23.0,8.0,31.0,,,,,,,,
28.0,5.0,31.0,,,,,,,,
23.0,11.0,30.0,,,,,,,,
20.0,9.0,28.0,,,,,,,,
23.0,11.0,27.0,,,,,,,,
24.0,10.0,27.0,,,,,,,,
26.0,9.0,30.0,,,,,,,,
26.0,8.0,28.0,,,,,,,,
22.0,12.0,31.0,,,,,,,,
21.0,7.0,28.0,,,,,,,,
17.0,9.0,32.0,,,,,,,,
17.0,9.0,31.0,,,,,,,,
20.0,8.0,32.0,,,,,,,,
26.0,11.0,31.0,,,,,,,,
37.0,13.0,28.0,,,,,,,,
25.0,8.0,30.0,,,,,,,,
26.0,6.0,31.0,,,,,,,,
22.0,10.0,31.0,,,,,,,,
24.0,9.0,29.0,,,,,,,,
20.0,11.0,30.0,,,,,,,,
25.0,12.0,29.0,,,,,,,,
26.0,9.0,31.0,,,,,,,,
24.0,10.0,30.0,,,,,,,,
33.0,8.0,27.0,,,,,,,,
35.0,8.0,31.0,,,,,,,,
18.0,5.0,33.0,,,,,,,,
25.0,12.0,29.0,,,,,,,,
35.0,11.0,36.0,,,,,,,,
25.0,8.0,28.0,,,,,,,,
31.0,8.0,32.0,,,,,,,,
24.0,6.0,29.0,,,,,,,,
24.0,12.0,32.0,,,,,,,,
18.0,15.0,34.0,,,,,,,,
29.0,11.0,29.0,,,,,,,,
27.0,9.0,31.0,,,,,,,,
33.0,13.0,33.0,,,,,,,,
25.0,10.0,29.0,,,,,,,,
24.0,9.0,26.0,,,,,,,,
23.0,11.0,31.0,,,,,,,,
16.0,12.0,32.0,,,,,,,,
21.0,12.0,27.0,,,,,,,,
19.0,7.0,32.0,,,,,,,,
25.0,9.0,30.0,,,,,,,,
36.0,9.0,30.0,,,,,,,,
24.0,9.0,33.0,,,,,,,,
29.0,10.0,30.0,,,,,,,,
22.0,9.0,28.0,,,,,,,,
26.0,9.0,29.0,,,,,,,,
26.0,9.0,31.0,,,,,,,,
23.0,12.0,27.0,,,,,,,,
15.0,12.0,27.0,,,,,,,,
21.0,10.0,30.0,,,,,,,,
26.0,11.0,30.0,,,,,,,,
27.0,8.0,31.0,,,,,,,,
14.0,12.0,30.0,,,,,,,,
23.0,12.0,32.0,,,,,,,,
17.0,8.0,31.0,,,,,,,,
31.0,11.0,30.0,,,,,,,,
34.0,13.0,32.0,,,,,,,,
29.0,9.0,30.0,,,,,,,,
20.0,11.0,28.0,,,,,,,,
27.0,9.0,30.0,,,,,,,,
23.0,9.0,30.0,,,,,,,,
27.0,15.0,29.0,,,,,,,,
25.0,10.0,29.0,,,,,,,,
30.0,9.0,31.0,,,,,,,,
28.0,8.0,28.0,,,,,,,,
27.0,9.0,33.0,,,,,,,,
14.0,10.0,29.0,,,,,,,,
20.0,11.0,29.0,,,,,,,,
30.0,10.0,27.0,,,,,,,,
20.0,9.0,30.0,,,,,,,,
23.0,11.0,30.0,,,,,,,,
28.0,12.0,30.0,,,,,,,,
25.0,8.0,29.0,,,,,,,,
18.0,14.0,27.0,,,,,,,,
30.0,10.0,29.0,,,,,,,,
24.0,8.0,31.0,,,,,,,,
33.0,9.0,31.0,,,,,,,,
25.0,7.0,30.0,,,,,,,,
30.0,9.0,26.0,,,,,,,,
20.0,10.0,27.0,,,,,,,,
29.0,9.0,26.0,,,,,,,,
25.0,10.0,31.0,,,,,,,,
24.0,7.0,36.0,,,,,,,,
24.0,12.0,27.0,,,,,,,,
33.0,14.0,29.0,,,,,,,,
24.0,11.0,31.0,,,,,,,,
15.0,11.0,27.0,,,,,,,,
32.0,14.0,28.0,,,,,,,,
35.0,14.0,32.0,,,,,,,,
27.0,5.0,30.0,,,,,,,,
25.0,12.0,29.0,,,,,,,,
25.0,8.0,28.0,,,,,,,,
27.0,9.0,31.0,,,,,,,,
22.0,10.0,28.0,,,,,,,,
27.0,14.0,32.0,,,,,,,,
26.0,10.0,27.0,,,,,,,,
33.0,9.0,26.0,,,,,,,,
15.0,10.0,31.0,,,,,,,,
28.0,9.0,29.0,,,,,,,,
25.0,8.0,31.0,,,,,,,,
30.0,9.0,29.0,,,,,,,,
20.0,9.0,32.0,,,,,,,,
29.0,8.0,28.0,,,,,,,,
19.0,5.0,26.0,,,,,,,,
10.0,12.0,31.0,,,,,,,,
20.0,10.0,34.0,,,,,,,,
31.0,9.0,30.0,,,,,,,,
15.0,8.0,31.0,,,,,,,,
32.0,13.0,30.0,,,,,,,,
24.0,11.0,26.0,,,,,,,,
27.0,10.0,27.0,,,,,,,,
24.0,11.0,33.0,,,,,,,,
23.0,11.0,30.0,,,,,,,,
28.0,12.0,27.0,,,,,,,,
25.0,10.0,31.0,,,,,,,,
32.0,8.0,30.0,,,,,,,,
21.0,10.0,30.0,,,,,,,,
19.0,9.0,31.0,,,,,,,,
24.0,10.0,29.0,,,,,,,,
26.0,10.0,29.0,,,,,,,,
17.0,12.0,29.0,,,,,,,,
26.0,9.0,31.0,,,,,,,,
30.0,13.0,29.0,,,,,,,,
26.0,11.0,29.0,,,,,,,,
25.0,11.0,32.0,,,,,,,,
19.0,7.0,30.0,,,,,,,,
33.0,11.0,25.0,,,,,,,,
19.0,12.0,27.0,,,,,,,,
26.0,13.0,31.0,,,,,,,,
30.0,10.0,30.0,,,,,,,,
25.0,9.0,31.0,,,,,,,,
14.0,10.0,33.0,,,,,,,,
31.0,10.0,30.0,,,,,,,,
30.0,10.0,30.0,,,,,,,,
21.0,11.0,26.0,,,,,,,,
27.0,9.0,30.0,,,,,,,,
26.0,6.0,32.0,,,,,,,,
32.0,9.0,30.0,,,,,,,,
32.0,10.0,31.0,,,,,,,,
24.0,11.0,30.0,,,,,,,,
25.0,10.0,31.0,,,,,,,,
27.0,11.0,33.0,,,,,,,,
28.0,10.0,30.0,,,,,,,,
21.0,11.0,31.0,,,,,,,,
17.0,10.0,32.0,,,,,,,,
25.0,10.0,32.0,,,,,,,,
26.0,9.0,28.0,,,,,,,,
